Title,Year,citations,Scientific Entity Disambigious,FICE Score
Let the {EAGLES} fly into new standards: Adapting our {CAT} tool evaluation methodology to the {ISO} 25000 series,2015.0,5,"bears, mt maturity model, iso 25000 series",0.001982492156910598
Neocortical computing: Next generation machine translation,2015.0,0,"neocortical computing, next generation translation",0.0
Recommendations for translation environments to improve translators{'} workflows,2015.0,10,"writing processes, translation workflows",0.5638059128071783
Going global? Let{'}s measure your product for world-readiness!,2015.0,0,"hero, world-readiness",0.40288546245711454
The {TAUS} Quality Dashboard,2015.0,0,"vus, quality",0.21036179114763665
{MT} at {N}et{A}pp {--} this is how we do it,2015.0,0,"mt, netapp",0.11853003313790722
Machine translation in mobile games: augmenting social media text normalization with incentivized feedback,2015.0,2,"machine translation, mobile games, social text normalization, formative feedback",3.9100130617540746e-14
Why are we (still) waiting? What premium translators need to use {MT} effectively,2015.0,0,"power impact, mt",4.480072535439916e-05
Machine translation and terminology management [abstract],2015.0,0,"machine translation, terminology work",0.22059321934356335
{MT} quality estimation for e-commerce data,2015.0,5,"mt quality control, e-commerce data",0.11593743399319822
{Y}andex.{T}ranslate approach to the translation of {T}urkic languages [abstract,2015.0,0,"yandex.translate, bilingual, slavic language",0.6812949042133867
Solving specific content challenges with flexible machine translation,2015.0,0,"design challenges, hybrid machine translation",0.6762239267008652
Quality evaluation of four translations of a kidney document: focus on reliability,2015.0,0,"fair evaluation, translate, clinical flair, efficacy",0.6620619336464886
A survey of usage environment of machine translation by professional translators,2015.0,0,"machine translation, trainee translators, usage environment, test",0.16890828841050481
Machine translation for enterprise technical communications {--} a journey of discovery,2015.0,0,"machine translation, technical communication, nature",0.13637172474567769
{MT} quality evaluations: from test environment to production,2015.0,0,"mt evaluations, testbed, cast",0.21896658493916632
Enterprise application of {MT}: progress and challenges,2015.0,0,"commercial deployment, ht (human translation), cut, show",0.2711354796313983
Machine translation quality estimation: a linguist{'}s approach,2015.0,0,"machine translation, quality estimation, linguist's view",0.589425007459381
Industry shared metrics with the {TAUS} dynamic quality dashboard and {API},2015.0,0,"industry shared metrics, dynamic quality framework, api",3.975486051466248e-09
Accurately predicting post-editing time {\&} labor for cost management,2015.0,0,"post-editing, labor, quality control",0.495583029900732
"Beyond rext, machine translation and {NLP} for e-discovery [abstract]",2015.0,0,"bitt, machine translation, natural language processing-2, e-discovery",0.43105965222372067
Designing user experience for machine translated conversations,2015.0,0,"user experience, translator 5",0.0046236424039576285
How much cake is enough: the case for domain-specific engines,2015.0,0,"cake, domain-specific engines",0.0
Productivity promotion strategies for collaborative translation on huge volume technical documents,2015.0,0,"productivity gains, bilingual, huge volume technical documents",0.0
A machine-assisted human translation system for technical documents,2015.0,1,"machine-aided translation system, legal documents",8.271027833184341e-06
Patent claim translation based on sublanguage-specific sentence structure,2015.0,4,"patents, bilingual, protolanguage word forms",0.042905318003859994
"{J}apanese news simplification: tak design, data set construction, and analysis of simplified text",2015.0,7,"rare word simplification, linggle, dataset design, analysis of simplified text",0.00048376733508914693
Learning bilingual distributed phrase represenations for statistical machine translation,2015.0,0,"bilingual suffix trees, statistic machine translation, copying",0.19598083847004102
Learning bilingual phrase representations with recurrent neural networks,2015.0,0,"bilingual suffix trees, recurrent neural filters",0.0
A pilot study towards end-to-end {MT} training,2015.0,0,"pilot study, end-to-end training",0.44142483653743403
Automatic detection of antecedents of {J}apanese zero pronouns using a {J}apanese-{E}nglish bilingual corpus,2015.0,0,"antecedents, korean null pronouns, english-chinese bilingual corpus",1.1471934513451743e-12
{METEOR} for multiple target languages using {DB}nary,2015.0,4,"in, target languages, dbnary",0.6075974207570708
{J}apanese controlled language rules to improve machine translatability of municipal documents,2015.0,11,"elderly japanese speech, translatability, municipal documents",0.00023232097221281833
Morphological constraints for phrase pivot statistical machine translation,2015.0,3,"morphological case, online pivot, statistic machine translation",0.2747976976742064
Using joint models or domain adaptation in statistical machine translation,2015.0,18,"joint model, domain adaptive, statistic machine translation",0.4914087224980894
Machine translation evaluation made fuzzier: a study on post-editing productivity and evaluation metrics in commercial settings,2015.0,14,"machine translation, audit, post-editor productivity, evaluation metrics, photo albums",0.5013960335162765
A distributed inflection model for translating into morphologically rich languages,2015.0,3,"modeling inflection, translate, morphologically rich languages",0.5091345994413952
Bandit structured prediction for learning from partial feedback in statistical machine translation,2015.0,15,"structured inference, copying, timing feedback, statistic machine translation",0.41325554249304935
An empirical study of segment prioritization for incrementally retrained post-editing-based {SMT},2015.0,3,"empirical study, optimized features, incrementally retrained, web-driven code-mixing",0.08973790796302084
Effects of word alignment visualization on post-editing quality {\&} speed,2015.0,8,"word alignment model, pre-editing rules, fast",0.35056472008056866
A systematic evaluation of {MBOT} in statistical machine translation,2015.0,4,"systematic analysis, ntou, statistic machine translation",0.2522934474704811
Register-based machine translation evaluation with text classification techniques,2015.0,2,"transfer-based machine translation, audit, text corpus construction",0.27130555747808327
Error-tolerant speech-to-speech translation,2015.0,1,"noise-tolerant, speech-to-text translation",0.4342449997658081
Mixed domain vs. multi-domain statistical machine translation,2015.0,15,"in domain, sub-domains, statistic machine translation",3.4160271611405335e-08
{K}orean-{C}hinese word translation using {C}hinese character knowledge,2015.0,1,"chinese-english text files, chinese character riddles",0.036975673765603845
Topic adaptation for machine translation of e-commerce content,2015.0,3,"topicrank, machine translation, e-commerce data",0.399984472087647
Machine translation with source-predicted target morphology,2015.0,4,"machine translation, source-target surface patterns",0.3048736773169112
Improved beam search with constrained softmax for {NMT},2015.0,8,"beam search, heavy np shift, nmt (neural machine translation)",0.006887836930013047
Bilingual distributed phrase representations for statistical machin translation,2015.0,4,"bilingual suffix trees, statistic machine translation",0.0
Improved search strategy for interactive predictions in computer-assisted translation,2015.0,3,"search strategy, interactive plot, computer-aided translation",0.16119426945277626
Improving semantic {SMT} via soft semantic role label constraints on {ITG} alignmens,2015.0,4,"semantic smt, causal language use, rrg operators",0.2009284015190052
{W}iktionary-based word embeddings,2015.0,15,"wiktionary, word embeddings",0.05917190690382801
Literature Lifts Up Computational Linguistics,2015.0,1,"drama, computational linguistics",0.6537935084432479
Distinguishing Voices in The Waste Land using Computational Stylistics,2015.0,0,"arms, the waste land, fundamentals",0.65700681941436
A computational analysis of poetic style: Imagism and its influence on modern professional and amateur poetry,2015.0,0,"computational theory, poetic style, imagism, poetry",0.40559168653527433
Clustering of Novels Represented as Social Networks,2015.0,0,"novels, social network, clustering",0.5789120578089257
Abstract Representations of Plot Structure,2015.0,0,"abstract model, plot structure",0.0
Sentence alignment for literary texts: The state-of-the-art and beyond,2015.0,0,"given corpus, literary text, state-of-the-art",0.5687925841532824
How to Record the Meaning of Figurative Language,2015.0,0,"replay, is, language collage",0.7002012696616614
Probabilistic Type Theory and Natural Language Semantics,2015.0,0,"probabilistic type theory, natural language syntax",0.5184531427852868
Actes de la 22e conf{\'e}rence sur le Traitement Automatique des Langues Naturelles. REncontres jeunes Chercheurs en Informatique pour le Traitement Automatique des Langues,2015.0,0,"29e conf\'erence sur le traitement automatique des langues naturelles, rencontres jeunes chercheurs, informatique pour le traitement automatique des langues",0.2627178153859659
fr2sql : Interrogation de bases de donn{\'e}es en fran{\c{c}}ais,2015.0,4,"t5ql, base de données, fran\ccais",2.2322516057826647e-09
Actes de la 22e conf{\'e}rence sur le Traitement Automatique des Langues Naturelles. REncontres jeunes Chercheurs en Informatique pour le Traitement Automatique des Langues,2015.0,2,"29e conf\'erence sur le traitement automatique des langues naturelles, rencontres jeunes chercheurs, informatique pour le traitement automatique des langues",0.2627178153859659
"Vers un mod{\`e}le de d{\'e}tection des affects, appr{\'e}ciations et jugements dans le cadre d{'}interactions humain-agent",2015.0,0,"quantit\'e de donn\'ees, exp\'erience, jugements, interactions humain-agent",0.7846403478554299
R{\'e}sum{\'e} Automatique Multi-Document Dynamique : {\'E}tat de l{'}Art,2015.0,2,"r\'esum\'e automatique, multi-document dynamique, \'etat de l'art",0.296158939535744
Alignement multimodal de ressources {\'e}ducatives et scientifiques,2015.0,0,"alignement multimodal, ressources educatives, textes scientifiques",0.0
{\'E}tat de l{'}art : analyse des conversations {\'e}crites en ligne porteuses de demandes d{'}assistance en termes d{'}actes de dialogue,2015.0,1,"analyse des résultats, en ligne, demandes d'assistance, actes de dialogue",0.1246164683145593
Actes de la 22e conf{\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,2015.0,0,"29e conf\'erence sur le traitement automatique des langues naturelles, articles longs",0.3820866707075925
Apprentissage par imitation pour l{'}{\'e}tiquetage de s{\'e}quences : vers une formalisation des m{\'e}thodes d{'}{\'e}tiquetage easy-first,2015.0,3,"apprentissage par imitation, outil d'\'etiquetage rapide, m\'etriques, d\'ep\^eches d'agence",0.8931780994084975
Strat{\'e}gies de s{\'e}lection des exemples pour l{'}apprentissage actif avec des champs al{\'e}atoires conditionnels,2015.0,0,"d'emarche coop'erative, l'apprentissage actif, champs al'eatoires conditionnels",0.0
Identification de facteurs de risque pour des patients diab{\'e}tiques {\`a} partir de comptes-rendus cliniques par des approches hybrides,2015.0,0,"facteurs de risque, patients diabétiques, comptes-rendus cliniques, approche hybride",0.2088967045012997
"Oublier ce qu{'}on sait, pour mieux apprendre ce qu{'}on ne sait pas : une {\'e}tude sur les contraintes de type dans les mod{\`e}les {CRF}",2015.0,5,"oublier ce qu'on sait, étude, contraintes, modèles crf",0.0
