Title,Year,Important Words,Citations
Response-based learning for patent translation,2015,"response-based learning, patent translation",0
Promoting science and technology exchange using machine translation,2015,"science, technology, machine translation",0
Simplify sentence structure for improving human post-editing efficiency on {C}hinese-to-{E}nglish patent machine translation,2015,"sentence structure, human post-editing efficiency, chinese-to-english patent machine translation",0
Enhancing function word translation with syntax-based statistical post-editing,2015,"function word translation, syntax-based statistical post-editing",0
A hybrid system for {C}hinese-{E}nglish patent machine translation,2015,"hybrid system, chinese-english patent machine translation",4
Collecting bilingual technical terms from patent families of character-segmented {C}hinese sentences and morpheme-segmented {J}apanese sentences,2015,"bilingual technical terms, patent families, character-segmented chinese sentences, morpheme-segmented japanese sentences",0
Resampling approach for instance-based domain adaptation from patent domain to newspaper domain in statistical machine translation,2015,"resampling approach, instance-based domain adaptation, patent domain, newspaper domain, statistical machine translation",1
Towards cross-lingual patent wikification,2015,"cross-lingual patent, wikification",2
Unsupervised comparable corpora preparation and exploration for bi-lingual translation equivalents,2015,"unsupervised comparable corpora, bi-lingual translation equivalents, exploration, preparation",4
Applying cross-entropy difference for selecting parallel training data from publicly available sources for conversational machine translation,2015,"cross-entropy difference, parallel training data, publicly available sources, conversational machine translation",10
Source discriminative word lexicon for translation disambiguation,2015,"source discriminative word lexicon, translation disambiguation",8
Phrase-level estimation for machine translation,2015,"phrase-level estimation, machine translation",0
Improving continuous space language models auxiliary features,2015,"continuous space language models, auxiliary features",0
Multifeature modular deep neural network acoustic models,2015,"multifeature, modular deep neural network, acoustic models",2
Using language adaptive deep neural networks for improved multilingual speech recognition,2015,"language adaptive deep neural networks, multilingual speech recognition",26
Punctuation insertion for real-time spoken language translation,2015,"punctuation insertion, real-time spoken language translation",0
Class-based N-gram language difference models for data selection,2015,"class-based n-gram, language difference models, data selection",13
Morphology-aware alignments for translation to and from a synthetic language,2015,"morphology, alignments, translation, synthetic language",5
An open-source toolkit for word-level confidence estimation in machine translation,2015,"open-source toolkit, word-level confidence estimation, machine translation",13
Improving translation of emphasis with pause prediction in speech-to-speech translation systems,2015,"translation of emphasis, pause prediction, speech-to-speech translation systems",6
Evaluation and revision of a speech translation system for healthcare,2015,"speech translation system, healthcare",0
Learning segmentations that balance latency versus quality in spoken language translation,2015,"segmentations, latency, quality, spoken language translation",11
Development of a {F}ilipino-to-{E}nglish bidirectional statistical machine translation system that dynamically updates via user feedback,2015,"filipino-to-english bidirectional statistical machine translation system, user feedback, development, dynamically updates",5
Parser self-training for syntax-based machine translation,2015,"parser, self-training, syntax-based machine translation",1
Risk-aware distribution of {SMT} outputs for translation of documents targeting many anonymous readers,2015,"risk-aware distribution, smt outputs, translation, documents, anonymous readers",0
Inducing bilingual lexicons from small quantities of sentence-aligned phonemic transcriptions,2015,"bilingual lexicons, small quantities, sentence-aligned phonemic transcriptions",0
Improving {SMT} by model filtering and phrase embedding,2015,"smt (statistical machine translation), model filtering, phrase embedding",0
The {IWSLT} 2015 Evaluation Campaign,2015,iwslt 2015 evaluation campaign,104
The {RWTH} {A}achen machine translation system for {IWSLT} 2015,2015,"rwth aachen machine translation system, iwslt 2015",0
The {MITLL}-{AFRL} {IWSLT} 2015 {MT} system,2015,"mitll-afrl, iwslt 2015 mt system",1
The {E}dinburgh machine translation systems for {IWSLT} 2015,2015,"edinburgh machine translation systems, iwslt 2015",8
The {MLLP} {ASR} systems for {IWSLT} 2015,2015,"mllp, asr systems, iwslt 2015",5
The Heidelberg University {E}nglish-{G}erman translation system for {IWSLT} 2015,2015,"heidelberg university, english-german translation system, iwslt 2015",6
The {LIUM} {ASR} and {SLT} systems for {IWSLT} 2015,2015,"lium asr, slt systems, iwslt 2015",2
The {UMD} machine translation systems at {IWSLT} 2015,2015,"umd machine translation systems, iwslt 2015",3
The {KIT} translation systems for {IWSLT} 2015,2015,"kit translation systems, iwslt 2015",18
The 2015 {KIT} {IWSLT} speech-to-text systems for {E}nglish and {G}erman,2015,"2015, kit iwslt, speech-to-text systems, english, german",5
{S}tanford neural machine translation systems for spoken language domains,2015,"stanford, neural machine translation systems, spoken language domains",337
The {E}nglish-{V}ietnamese machine translation system for {IWSLT} 2015,2015,"english-vietnamese machine translation system, iwslt 2015",0
The {IOIT} {E}nglish {ASR} system for {IWSLT} 2015,2015,"ioit english asr system, iwslt 2015",1
The 12{R} {ASR} system for {IWSLT} 2015,2015,"12r asr system, iwslt 2015",0
The {JAIST}-{UET}-{MITI} machine translation systems for {IWSLT} 2015,2015,"jaist-uet-miti machine translation systems, iwslt 2015",2
{PJAIT} systems for the {IWSLT} 2015 evaluation campaign enhanced by comparable corpora,2015,"pjait systems, iwslt 2015 evaluation campaign, comparable corpora",7
The {NAIST} {E}nglish speech recognition system for {IWSLT} 2015,2015,"naist english speech recognition system, iwslt 2015",4
Improvement of word alignment models for {V}ietnamese-to-{E}nglish translation,2015,"word alignment models, vietnamese-to-english translation",1
Proceedings of the 10th {B}razilian Symposium in Information and Human Language Technology,2015,"10th brazilian symposium, information, human language technology",0
{JCL}ext: A {J}ava Tool for Compiling Finite-State Transducers from Full-Form Lexicons,2015,"jclext, java tool, compiling, finite-state transducers, full-form lexicons",0
7x1-{PT}: um Corpus extra{\'\i}do do {T}witter para An{\'a}lise de Sentimentos em L{\'\i}ngua Portuguesa (7x1-{PT}: a Corpus extracted from {T}witter for Sentiment Analysis in {P}ortuguese Language),2015,"7x1-pt, corpus, twitter, sentiment analysis, portuguese language",4
Comparative Analysis between Notations to Classify Named Entities using Conditional Random Fields,2015,"comparative analysis, notations, classify, named entities, conditional random fields",2
Do Extrator de Conhecimento Coletivo {\`a} {\'A}gora Virtual: desenvolvendo uma ferramenta para democracia participativa (From Collective Knowledge Extractor to Virtual Agora: Developing a tool for Participatory Democracy),2015,"extrator de conhecimento coletivo, agora virtual, ferramenta para democracia participativa, collective knowledge extractor, virtual agora, tool for participatory democracy",0
Um novo corpo e os seus desafios (A new corpus and the challenges it offers),2015,"novo corpo, challenges",1
An{\'a}lise Autom{\'a}tica de Coer{\^e}ncia Textual em Resumos Cient{\'\i}ficos: Avaliando Quebras de Linearidade (Automatic Analysis of Textual Coherence in Scientific Abstracts: Evaluating Linearity Breaks),2015,"an'alise autom'atica, coer^encia textual, resumos cient'ificos, quebras de linearidade, automatic analysis, textual coherence, scientific abstracts, evaluating linearity breaks",0
Anota{\c{c}}{\~a}o de corpus com a {O}pen{W}ord{N}et-{PT}: um exerc{\'\i}cio de desambigua{\c{c}}{\~a}o (Sense annotation with {O}pen{W}ord{N}et-{PT}: an exercise of word sense disambiguation),2015,"corpus, openwordnet-pt, word sense disambiguation, sense annotation",1
Integrating support verb constructions into a parser,2015,"support verb constructions, parser",5
Extra{\c{c}}{\~a}o de Alvos em Coment{\'a}rios de Not{\'\i}cias em Portugu{\^e}s baseada na Teoria da Centraliza{\c{c}}{\~a}o (Target Extraction in News Reviews in {P}ortuguese based on Centering Theory),2015,"alvos (targets), comentários de notícias (news reviews), português (portuguese), teoria da centralização (centering theory)",1
Portal {M}in@s: Uma Ferramenta Geral de Apoio ao Processamento de C{\'o}rpus de Prop{\'o}sito Geral (Portal {M}in@s: A General Purpose Support Tool for Corpora Processing),2015,"portal min@s, ferramenta geral de apoio, processamento de c'orpus de prop'osito geral, general purpose support tool, corpora processing",0
{P}rep{N}et.{B}r: a Semantic Network for Prepositions,2015,"prepnet.br, semantic network, prepositions",1
Joint semantic discourse models for automatic multi-document summarization,2015,"joint semantic discourse models, automatic multi-document summarization",5
Building and Applying Profiles Through Term Extraction,2015,"building, applying profiles, term extraction",5
An Annotated Corpus for Sentiment Analysis in Political News,2015,"annotated corpus, sentiment analysis, political news",6
Campos Aleat{\'o}rios Condicionais Aplicados {\`a} Detec{\c{c}}{\~a}o de Estrutura Ret{\'o}rica em Resumos de Textos Acad{\^e}micos em Portugu{\^e}s (Conditional Random Fields Applied to Rhetorical Structure Detection in Academic Abstracts in {P}ortuguese),2015,"campos aleat'orios condicionais (conditional random fields), detecção de estrutura retórica (rhetorical structure detection), resumos de textos acadêmicos (academic abstracts), português (portuguese)",1
Anotando um Corpus de Not{\'\i}cias para a An{\'a}lise de Sentimentos: um Relato de Experi{\^e}ncia (Annotating a corpus of News for Sentiment Analysis: An Experience Report),2015,"corpus, news, sentiment analysis, experience report",2
Distributional Thesauri for {P}ortuguese: methodology evaluation,2015,"distributional thesauri, portuguese, methodology evaluation",0
On Strategies of Human Multi-Document Summarization,2015,"strategies, human multi-document summarization",6
Enriching entity grids and graphs with discourse relations: the impact in local coherence evaluation,2015,"entity grids, graphs, discourse relations, local coherence evaluation",1
{V}erb{L}ex{P}or: um recurso l{\'e}xico com anota{\c{c}}{\~a}o de pap{\'e}is sem{\^a}nticos para o portugu{\^e}s ({V}erb{L}ex{P}or: a lexical resource annotated with semantic roles for {P}ortuguese),2015,"verblexpor, lexical resource, semantic roles, portuguese",4
Novo dicion{\'a}rio de formas flexionadas do Unitex-{PB}: avalia{\c{c}}{\~a}o da flex{\~a}o verbal (New Dictionary of Inflected forms of {UNITEX}-{PB}: Evaluation of Verbal Inflection),2015,"novo dicion\'ario de formas flexionadas do unitex-pb, avalia\cc\~ao da flex\~ao verbal, new dictionary of inflected forms of unitex-pb, evaluation of verbal inflection",1
Desambigua{\c{c}}{\~a}o de Hom{\'o}grafos-Heter{\'o}fonos por Aprendizado de M{\'a}quina em Portugu{\^e}s Brasileiro (A Machine Learning Approach for Homographic Heterophone Disambiguation in {B}razilian {P}ortuguese),2015,"homographic heterophone disambiguation, machine learning, brazilian portuguese",1
{R}e{P}ort - Um Sistema de Extra{\c{c}}{\~a}o de Informa{\c{c}}{\~o}es Aberta para L{\'\i}ngua Portuguesa (Report - An Open Information Extraction System for {P}ortuguese Language),2015,"sistema de extra\cc\~ao de informa\cc\~oes, l\'\ingua portuguesa, open information extraction system, portuguese language",9
